"X" "sample" "subsid" "pid" "name" "id" "complete" "user_las" "ip" "date" "time_in" "time_out" "user_bro" "user_set" "user_lan" "user_com" "IMP_Orde" "DCE_pg1" "DCE_leas" "DCE_most" "DCE_pg2" "DCE_leas" "DCE_most" "DCE_pg3" "DCE_leas" "DCE_most" "DCE_pg4" "DCE_leas" "DCE_most" "DCE_pg5" "DCE_leas" "DCE_most" "DCE_pg6" "DCE_leas" "DCE_most" "DCE_pg7" "DCE_leas" "DCE_most" "DCE_pg8" "DCE_leas" "DCE_most" "DCE_pg9" "DCE_leas" "DCE_most" "DCE_pg10" "DCE_leas" "DCE_most" "DCEclick" "DCEclick" "DCEclick" "DCEclick" "DCEclick" "DCEclick" "DCEclick" "DCEclick" "DCEclick" "DCEclick" "ocean_da" "rec_swim" "rec_boat" "rec_surf" "rec_scub" "rec_powe" "rec_recf" "rec_sigh" "rec_none" "rec_othe" "rec_spec" "jobs_com" "jobs_aqu" "jobs_fir" "jobs_tou" "jobs_tra" "jobs_por" "jobs_gov" "jobs_non" "jobs_oth" "jobs_spe" "seafood_" "foodprov" "foodprov" "aborigin" "aborigin" "nonfood_" "nonfood_" "carbonst" "carbonst" "coastalp" "coastalp" "coastall" "coastall" "tourismr" "tourismr" "icons_ge" "icons_xx" "cleanwat" "cleanwat" "biodiver" "biodiver" "demoone_" "demoone_" "demotwo_" "demotwo_" "envr_org" "envr_pro" "politica" "demothre" "demothre" "demothre" "comments"
"2209" 281 "QC" 410201353 "" "FRENCH10839" 10839 "y" "hco_thankyou.php" "" "19/03/2014" "16:19:25" "16:26:13" "Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/33.0.1750.146 Safari/537.36" "11" "FRENCH" 1287 54321 8 3 9 7 5 9 9 2 9 3 3 8 10 6 4 6 2 8 5 2 9 1 3 10 4 2 4 2 2 9 "" "" "" "" "" "" "" "" "" "" "10to29" "1" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "1" "" "" "atleast1wk" "5" "" "3" "" "2" "" "5" "" "3" "" "3" "" "3" "" "4" "" "5" "" "3" "" "male" "bachelors" "morethan20" "j7r" "no" "no" "NDP" "6" "2" "25to34" ""
"2210" 282 "QC" 410154491 "" "FRENCH10840" 10840 "y" "hco_thankyou.php" "" "19/03/2014" "16:22:53" "16:31:42" "Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 6.1; WOW64; Trident/5.0)" "11" "FRENCH" 1288 12345 1 7 1 2 2 1 8 3 1 3 3 10 10 7 1 4 5 1 5 2 10 6 2 6 7 4 8 9 7 9 "" "" "" "" "" "" "" "" "" "" "none" "" "" "" "" "1" "" "" "" "" "" "" "" "" "" "" "" "" "1" "" "" "3month" "5" "" "4" "" "5" "" "4" "" "5" "" "5" "" "4" "" "5" "" "5" "" "5" "" "female" "HS" "morethan20" "j3b" "no" "no" "dontknow" "6" "3" "25to34" ""
"2211" 284 "QC" 410147960 "" "FRENCH10842" 10842 "y" "hco_thankyou.php" "" "19/03/2014" "16:33:10" "16:40:48" "Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 6.1; Trident/5.0)" "11" "FRENCH" 1290 12345 8 3 9 7 4 9 5 2 9 4 2 6 1 3 10 6 2 8 3 4 8 10 4 6 2 2 9 9 2 9 "" "" "" "" "" "" "" "" "" "" "none" "" "" "" "" "" "" "" "1" "" "" "" "" "" "" "" "" "" "1" "" "" "atleast1wk" "5" "" "5" "" "4" "" "5" "" "5" "" "5" "" "5" "" "5" "" "5" "" "5" "" "female" "bachelors" "morethan20" "G0A" "yes" "no" "liberal" "4" "1" "35to44" ""
"2212" 286 "QC" 410152687 "" "FRENCH10844" 10844 "y" "hco_thankyou.php" "" "19/03/2014" "17:24:28" "17:32:25" "Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/33.0.1750.154 Safari/537.36" "11" "FRENCH" 1292 12345 1 3 1 10 6 1 4 6 1 7 8 9 6 3 6 3 3 5 9 3 9 2 2 9 5 2 9 8 8 9 "" "" "" "" "" "" "" "" "" "" "none" "1" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "1" "" "" "atleast1wk" "4" "" "3" "" "3" "" "3" "" "3" "" "4" "" "4" "" "4" "" "5" "" "4" "" "female" "HS" "morethan20" "G0R" "no" "no" "noparty" "1" "5" "35to44" ""
"2213" 288 "QC" 410213716 "" "FRENCH10846" 10846 "y" "hco_thankyou.php" "" "19/03/2014" "18:49:28" "19:01:37" "Mozilla/5.0 (Windows NT 6.1; WOW64; Trident/7.0; rv:11.0) like Gecko" "11" "FRENCH" 1294 12345 8 3 8 7 7 8 9 7 2 3 3 8 10 7 10 6 3 8 5 5 10 1 3 10 4 1 2 2 1 8 "checked" "" "" "" "checked" "checked" "" "" "checked" "checked" "none" "" "" "" "" "" "" "" "1" "" "" "" "" "" "" "" "" "" "1" "" "" "atleast1wk" "5" "" "5" "" "3" "" "5" "" "5" "" "5" "" "4" "" "5" "" "5" "" "5" "" "female" "graduate" "morethan20" "j3b" "yes" "no" "NDP" "2" "1" "35to44" "Il faut protéger notre environnement si nous voulons continuez à exister ...."
"2214" 289 "QC" 410156465 "" "FRENCH10847" 10847 "y" "hco_thankyou.php" "" "19/03/2014" "19:37:04" "19:42:10" "Mozilla/5.0 (Windows NT 6.0) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/33.0.1750.154 Safari/537.36" "11" "FRENCH" 1295 54321 1 7 1 2 2 9 8 8 3 3 8 5 10 4 1 6 2 6 7 8 9 9 2 4 5 2 9 4 2 1 "" "" "" "" "" "" "" "" "" "" "10to29" "" "" "" "" "" "" "" "1" "" "" "" "" "" "" "" "" "" "1" "" "" "1to2month" "4" "" "2" "" "4" "" "3" "" "4" "" "4" "" "2" "" "2" "" "5" "" "4" "" "male" "graduate" "morethan20" "J1X" "no" "no" "Bloc" "7" "4" "35to44" ""
"2215" 290 "QC" 410144945 "" "FRENCH10848" 10848 "y" "hco_thankyou.php" "" "19/03/2014" "19:49:21" "20:01:56" "Mozilla/5.0 (Windows NT 6.0) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/33.0.1750.154 Safari/537.36" "11" "FRENCH" 1296 12345 7 7 5 4 1 5 5 2 5 10 7 6 8 3 9 6 3 6 9 3 9 2 1 9 3 3 5 1 3 5 "" "" "" "" "" "" "" "" "" "" "lessthan5" "" "" "" "" "1" "" "1" "" "" "" "" "" "" "" "" "" "" "1" "" "" "atleast1wk" "4" "" "4" "" "3" "" "4" "" "5" "" "5" "" "4" "" "5" "" "5" "" "5" "" "female" "HS" "morethan20" "J6X" "no" "no" "noparty" "8" "4" "45to54" ""
"2216" 294 "QC" 410038952 "" "FRENCH10852" 10852 "y" "hco_thankyou.php" "" "19/03/2014" "22:02:53" "22:10:33" "Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 6.0; Trident/5.0)" "11" "FRENCH" 1300 12345 9 2 9 4 2 6 5 2 5 1 7 5 6 2 6 8 3 9 2 2 9 3 3 5 10 7 10 7 7 5 "" "" "" "" "" "" "" "" "" "" "morethan100" "1" "" "" "" "" "" "1" "" "" "" "" "" "" "" "" "" "" "1" "" "" "atleast1wk" "5" "" "3" "" "3" "" "5" "" "5" "" "5" "" "5" "" "5" "" "5" "" "5" "" "female" "college" "morethan20" "j0k" "no" "no" "Bloc" "9" "2" "45to54" ""
"2217" 298 "QC" 410035625 "" "FRENCH10856" 10856 "y" "hco_thankyou.php" "" "19/03/2014" "23:20:19" "23:29:15" "Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/33.0.1750.154 Safari/537.36" "11" "FRENCH" 1304 12345 6 3 8 7 7 9 1 3 5 2 2 9 9 3 9 8 3 9 10 7 4 5 2 9 3 3 4 4 2 5 "" "" "" "" "" "" "" "" "" "" "lessthan5" "1" "" "" "" "" "" "1" "" "" "" "" "" "" "" "" "" "" "1" "" "" "atleast1wk" "5" "" "5" "" "4" "" "5" "" "5" "" "5" "" "4" "" "5" "" "5" "" "5" "" "female" "college" "morethan20" "h7r" "no" "no" "NDP" "5" "2" "25to34" ""
"2218" 303 "QC" 410220087 "" "FRENCH10861" 10861 "y" "hco_thankyou.php" "" "20/03/2014" "0:55:50" "1:05:36" "Mozilla/5.0 (Windows NT 6.2; WOW64; rv:27.0) Gecko/20100101 Firefox/27.0" "11" "FRENCH" 1309 54321 2 1 9 1 3 10 3 4 5 7 7 8 8 1 9 4 1 5 10 4 10 9 3 9 5 6 10 6 3 8 "" "" "" "" "" "" "" "" "" "" "5to9" "1" "" "" "" "" "" "1" "" "" "" "" "" "" "" "" "" "" "1" "" "" "3month" "5" "" "5" "" "4" "" "4" "" "4" "" "5" "" "4" "" "3" "" "5" "" "5" "" "male" "bachelors" "6to10" "j4z" "no" "no" "liberal" "4" "3" "35to44" ""
"2219" 304 "QC" 410218533 "" "FRENCH10862" 10862 "y" "hco_thankyou.php" "" "20/03/2014" "1:13:44" "1:22:42" "Mozilla/5.0 (Windows NT 6.1; WOW64; rv:27.0) Gecko/20100101 Firefox/27.0" "11" "FRENCH" 1310 12345 5 2 10 6 7 6 2 2 1 7 7 5 8 3 1 9 2 4 4 2 1 1 7 1 10 7 1 3 3 5 "" "" "" "" "" "" "" "" "" "" "5to9" "1" "1" "" "" "" "1" "" "" "" "" "" "" "" "" "" "" "" "1" "" "" "3month" "4" "" "4" "" "4" "" "5" "" "5" "" "5" "" "5" "" "5" "" "5" "" "5" "" "male" "college" "morethan20" "j6v" "no" "no" "liberal" "7" "4" "45to54" ""
"2220" 305 "QC" 410207888 "" "FRENCH10863" 10863 "y" "hco_thankyou.php" "" "20/03/2014" "2:05:03" "2:15:45" "Mozilla/5.0 (PlayBook; U; RIM Tablet OS 2.1.0; en-US) AppleWebKit/536.2+ (KHTML, like Gecko) Version/7.2.1.0 Safari/536.2+" "11" "FRENCH" 1311 54321 6 2 7 9 2 9 3 4 5 7 8 9 4 4 5 10 4 7 2 2 9 1 3 5 8 8 9 5 2 9 "" "" "" "" "" "" "" "" "" "" "10to29" "1" "" "" "" "" "" "1" "" "" "" "" "" "" "" "" "" "" "1" "" "" "3to6yr" "4" "" "3" "" "4" "" "3" "" "5" "" "4" "" "5" "" "4" "" "5" "" "4" "" "female" "bachelors" "morethan20" "G6P" "no" "yes" "noresponse" "5" "4" "25to34" ""
"2221" 306 "QC" 410076101 "" "FRENCH10864" 10864 "y" "hco_thankyou.php" "" "20/03/2014" "2:10:55" "2:18:13" "Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/33.0.1750.154 Safari/537.36" "11" "FRENCH" 1312 12345 8 6 9 1 3 1 2 2 9 10 6 1 5 2 9 7 4 9 4 2 1 6 2 8 9 2 9 3 3 8 "" "" "" "" "" "" "" "" "" "" "none" "1" "" "" "" "" "1" "" "" "" "" "" "" "" "" "" "" "" "1" "" "" "7to11yr" "3" "" "3" "" "3" "" "2" "" "3" "" "3" "" "2" "" "4" "" "5" "" "5" "" "male" "somepost" "morethan20" "h7l" "no" "no" "Bloc" "6" "4" "45to54" "trop long le sondage"
"2222" 307 "QC" 410150884 "" "FRENCH10865" 10865 "y" "hco_thankyou.php" "" "20/03/2014" "2:22:21" "2:28:48" "Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 6.1; WOW64; Trident/5.0)" "11" "FRENCH" 1313 54321 7 8 5 5 2 10 1 3 10 10 7 10 6 3 6 3 3 5 9 3 9 4 2 5 8 3 9 2 8 10 "" "" "" "" "" "" "" "" "" "" "none" "" "" "" "" "" "" "" "1" "" "" "" "" "" "" "" "" "" "1" "" "" "3to6yr" "5" "" "3" "" "2" "" "4" "" "5" "" "4" "" "4" "" "4" "" "4" "" "5" "" "" "college" "morethan20" "J3Y" "no" "no" "noparty" "5" "4" "35to44" ""
"2223" 309 "QC" 410177323 "" "FRENCH10867" 10867 "y" "hco_thankyou.php" "" "20/03/2014" "3:34:52" "3:43:53" "Mozilla/5.0 (iPhone; CPU iPhone OS 7_1 like Mac OS X) AppleWebKit/537.51.2 (KHTML, like Gecko) Version/7.0 Mobile/11D167 Safari/9537.53" "11" "FRENCH" 1315 54321 2 2 9 1 7 10 3 3 8 7 7 9 8 3 9 4 2 5 10 7 10 9 2 9 5 2 9 6 2 8 "" "" "" "" "" "" "" "" "" "" "none" "1" "" "" "" "" "" "" "" "1" "Observation animaux et oiseaux" "" "" "" "" "" "" "" "1" "" "" "3month" "5" "" "3" "" "4" "" "5" "" "5" "" "4" "" "4" "" "5" "" "5" "" "5" "" "female" "somepost" "morethan20" "H8y" "no" "no" "Bloc" "5" "3" "35to44" "Wow ça fait réfléchir!"
"2224" 312 "QC" 410160762 "" "FRENCH10870" 10870 "y" "hco_thankyou.php" "" "20/03/2014" "13:10:46" "13:21:58" "Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/33.0.1750.154 Safari/537.36" "11" "FRENCH" 1318 12345 8 8 9 1 3 10 2 2 9 10 7 10 5 2 9 7 7 9 4 2 1 6 2 6 9 2 9 3 3 10 "" "" "" "" "" "" "" "" "" "" "lessthan5" "1" "1" "" "" "1" "" "" "" "1" "Vélo" "" "" "" "" "" "" "" "1" "" "" "atleast1wk" "5" "" "3" "" "5" "" "5" "" "5" "" "5" "" "5" "" "5" "" "5" "" "5" "" "male" "college" "morethan20" "j3a" "yes" "no" "Bloc" "1" "1" "45to54" ""
"2225" 317 "QC" 410168844 "" "FRENCH10875" 10875 "y" "hco_thankyou.php" "" "20/03/2014" "23:19:56" "23:30:44" "Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/31.0.1650.63 Safari/537.36" "11" "FRENCH" 1323 54321 2 1 10 10 7 10 3 3 10 5 6 10 9 7 4 7 7 4 6 7 8 1 7 10 8 3 8 4 6 4 "" "" "" "" "" "" "" "" "" "" "none" "1" "1" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "1" "" "" "atleast1wk" "5" "" "5" "" "3" "" "4" "" "5" "" "2" "" "3" "" "5" "" "3" "" "5" "" "male" "bachelors" "morethan20" "h1m" "yes" "no" "NDP" "6" "2" "45to54" ""
"2226" 318 "QC" 410144898 "" "FRENCH10876" 10876 "y" "hco_thankyou.php" "" "20/03/2014" "23:29:29" "23:37:47" "Mozilla/5.0 (Windows NT 5.1; rv:27.0) Gecko/20100101 Firefox/27.0" "11" "FRENCH" 1324 12345 2 8 10 1 3 1 10 7 1 4 2 1 3 3 5 8 3 1 7 7 9 9 3 9 5 2 9 6 3 6 "" "" "" "" "" "" "" "" "" "" "10to29" "" "" "" "" "" "" "" "1" "" "" "" "" "" "" "" "" "" "1" "" "" "atleast1wk" "5" "" "5" "" "3" "" "4" "" "5" "" "5" "" "4" "" "4" "" "5" "" "4" "" "female" "somepost" "morethan20" "H4L" "no" "no" "dontknow" "5" "2" "45to54" ""
"2227" 320 "QC" 410151298 "" "FRENCH10878" 10878 "y" "hco_thankyou.php" "" "21/03/2014" "1:03:53" "1:12:44" "Mozilla/5.0 (Windows NT 6.1; WOW64; rv:27.0) Gecko/20100101 Firefox/27.0" "11" "FRENCH" 1326 12345 3 4 8 4 4 5 6 3 8 8 3 8 2 2 8 5 2 10 10 4 10 9 2 9 1 3 10 7 4 8 "" "" "" "" "" "" "" "" "" "" "none" "1" "1" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "1" "" "" "atleast1wk" "3" "" "3" "" "3" "" "3" "" "4" "" "3" "" "3" "" "4" "" "4" "" "4" "" "female" "bachelors" "morethan20" "J7E" "no" "no" "Bloc" "2" "2" "25to34" ""
"2228" 321 "QC" 410142400 "" "FRENCH10879" 10879 "y" "hco_thankyou.php" "" "21/03/2014" "2:34:29" "2:42:46" "Mozilla/5.0 (Linux; U; Android 4.3; fr-ca; SGH-I747M Build/JSS15J) AppleWebKit/534.30 (KHTML, like Gecko) Version/4.0 Mobile Safari/534.30" "11" "FRENCH" 1327 54321 2 2 9 5 2 9 3 3 10 7 4 9 6 2 6 1 3 10 10 4 10 8 3 9 9 2 9 4 2 5 "" "" "" "" "" "" "" "" "" "" "lessthan5" "" "" "" "" "" "" "" "1" "" "" "" "" "" "" "" "" "" "1" "" "" "3month" "5" "" "3" "" "4" "" "3" "" "4" "" "4" "" "4" "" "4" "" "5" "" "5" "" "male" "bachelors" "morethan20" "g9a" "no" "no" "CPC" "3" "2" "35to44" ""
"2229" 323 "QC" 410151742 "" "FRENCH10881" 10881 "y" "hco_thankyou.php" "" "21/03/2014" "12:36:02" "12:43:14" "Mozilla/5.0 (Windows NT 6.1; WOW64; Trident/7.0; rv:11.0) like Gecko" "11" "FRENCH" 1329 54321 4 2 4 7 7 9 8 3 9 6 3 8 1 3 10 3 3 10 10 7 4 9 3 9 5 2 9 2 2 9 "" "" "" "checked" "" "" "" "" "checked" "checked" "none" "1" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "1" "" "7to11yr" "5" "" "3" "" "1" "" "5" "" "5" "" "4" "" "3" "" "5" "" "5" "" "5" "" "female" "college" "morethan20" "j7v" "no" "no" "Bloc" "5" "3" "35to44" ""
"2230" 324 "QC" 410149745 "" "FRENCH10882" 10882 "y" "hco_thankyou.php" "" "21/03/2014" "13:01:50" "13:10:24" "Mozilla/5.0 (Windows NT 6.1; WOW64; Trident/7.0; rv:11.0) like Gecko" "11" "FRENCH" 1330 12345 8 3 9 1 3 5 7 7 5 2 8 10 6 3 8 10 7 10 3 3 10 9 3 9 5 6 5 4 2 5 "" "" "" "" "" "" "" "" "" "" "lessthan5" "1" "1" "" "" "1" "" "" "" "" "" "" "" "" "" "" "" "" "1" "" "" "atleast1wk" "4" "" "3" "" "3" "" "4" "" "5" "" "4" "" "4" "" "4" "" "5" "" "5" "" "female" "college" "morethan20" "j1e" "no" "no" "dontknow" "5" "3" "35to44" ""
"2231" 326 "QC" 410147264 "" "FRENCH10884" 10884 "y" "hco_thankyou.php" "" "21/03/2014" "16:24:06" "16:29:39" "Mozilla/5.0 (Windows NT 5.1; rv:27.0) Gecko/20100101 Firefox/27.0" "11" "FRENCH" 1332 12345 6 7 3 2 2 9 1 7 1 9 7 9 8 6 9 5 2 9 10 7 1 7 7 9 3 8 4 4 2 1 "" "" "" "" "" "" "" "" "" "" "none" "" "" "" "" "" "" "" "1" "" "" "" "" "" "" "" "" "" "1" "" "" "1to2month" "5" "" "4" "" "4" "" "5" "" "5" "" "4" "" "2" "" "4" "" "5" "" "4" "" "male" "college" "morethan20" "j3e" "no" "no" "Bloc" "6" "3" "35to44" ""
"2232" 327 "QC" 410146317 "" "FRENCH10885" 10885 "y" "hco_thankyou.php" "" "21/03/2014" "18:14:21" "18:20:32" "Mozilla/5.0 (Windows NT 6.1; WOW64; rv:28.0) Gecko/20100101 Firefox/28.0" "11" "FRENCH" 1333 54321 2 2 9 10 7 6 3 3 10 5 2 9 9 3 9 7 7 9 6 2 6 1 7 10 8 3 9 4 2 6 "" "" "" "" "" "" "" "" "" "" "5to9" "" "" "" "" "" "" "" "" "1" "Pas au Canada" "" "" "" "" "" "" "" "1" "" "" "3month" "4" "" "1" "" "3" "" "4" "" "4" "" "5" "" "4" "" "4" "" "5" "" "5" "" "male" "college" "morethan20" "g2c" "no" "no" "noresponse" "9" "4" "35to44" ""
"2233" 329 "QC" 410038910 "" "FRENCH10887" 10887 "y" "hco_thankyou.php" "" "21/03/2014" "19:49:32" "20:06:03" "Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 6.1; WOW64; Trident/4.0; SLCC2; .NET CLR 2.0.50727; .NET CLR 3.5.30729; .NET CLR 3.0.30729; .NET4.0C; .NET4.0E)" "11" "FRENCH" 1335 54321 2 2 1 1 7 1 9 2 9 5 2 10 7 7 4 8 3 1 3 3 5 6 2 6 10 7 1 4 2 6 "" "" "" "" "" "" "" "" "" "" "5to9" "1" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "1" "" "" "atleast1wk" "5" "" "3" "" "4" "" "4" "" "4" "" "4" "" "4" "" "4" "" "4" "" "4" "" "male" "college" "morethan20" "G1B" "no" "no" "NDP" "6" "4" "35to44" ""
"2234" 330 "QC" 410037504 "" "FRENCH10888" 10888 "y" "hco_thankyou.php" "" "21/03/2014" "21:17:35" "21:23:18" "Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/33.0.1750.154 Safari/537.36" "11" "FRENCH" 1336 12345 7 7 9 4 2 4 5 2 9 10 7 4 6 8 6 9 7 4 3 3 4 8 8 9 2 2 9 1 7 10 "" "" "" "" "" "" "" "" "" "" "none" "1" "1" "" "" "" "1" "" "" "" "" "" "" "" "1" "" "" "" "" "" "" "3month" "3" "" "2" "" "2" "" "4" "" "3" "" "4" "" "4" "" "2" "" "5" "" "5" "" "male" "college" "morethan20" "h1w" "no" "no" "green" "4" "2" "25to34" ""
"2235" 331 "QC" 410090192 "" "FRENCH10889" 10889 "y" "hco_thankyou.php" "" "21/03/2014" "21:30:28" "21:36:18" "Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 6.1; WOW64; Trident/5.0)" "11" "FRENCH" 1337 54321 10 7 10 2 2 9 6 7 8 8 8 9 3 8 10 7 7 9 1 7 1 4 2 1 5 2 9 9 7 9 "" "" "" "" "" "" "" "" "" "" "none" "1" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "1" "" "" "atleast1wk" "5" "" "4" "" "4" "" "5" "" "5" "" "4" "" "3" "" "5" "" "5" "" "4" "" "female" "college" "morethan20" "G0V" "no" "no" "CPC" "5" "4" "35to44" ""
"2236" 334 "QC" 410006705 "" "FRENCH10892" 10892 "y" "hco_thankyou.php" "" "22/03/2014" "17:21:25" "17:30:42" "Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/33.0.1750.154 Safari/537.36" "11" "FRENCH" 1340 12345 5 2 9 2 2 9 1 7 5 10 7 4 8 8 9 4 2 5 9 2 9 6 2 3 3 8 5 7 7 9 "" "" "" "" "" "" "" "" "" "" "none" "" "" "" "" "" "" "" "1" "" "" "" "" "" "" "" "" "" "1" "" "" "1to2month" "5" "" "3" "" "5" "" "5" "" "5" "" "4" "" "3" "" "4" "" "5" "" "5" "" "female" "" "morethan20" "j2s" "no" "no" "noresponse" "4" "2" "35to44" ""
"2237" 336 "QC" 410033882 "" "FRENCH10895" 10895 "y" "hco_thankyou.php" "" "22/03/2014" "23:37:02" "23:45:04" "Mozilla/5.0 (iPad; U; CPU OS 4_3_2 like Mac OS X; fr-fr) AppleWebKit/533.17.9 (KHTML, like Gecko) Version/5.0.2 Mobile/8H7 Safari/6533.18.5" "11" "FRENCH" 1343 54321 5 2 9 3 5 4 7 5 9 6 2 3 8 1 9 4 2 6 2 2 9 9 2 9 1 5 3 10 7 4 "" "" "" "" "" "" "" "" "" "" "5to9" "1" "" "" "" "" "" "1" "" "" "" "" "" "" "" "" "" "" "1" "" "" "1to2yr" "3" "" "2" "" "4" "" "5" "" "3" "" "4" "" "3" "" "5" "" "5" "" "4" "" "female" "graduate" "morethan20" "J7K" "no" "no" "liberal" "5" "2" "25to34" ""
"2238" 337 "QC" 410157787 "" "FRENCH10894" 10894 "y" "hco_thankyou.php" "" "22/03/2014" "21:32:19" "21:41:15" "Mozilla/5.0 (Windows NT 6.3; WOW64; Trident/7.0; Touch; MASAJS; rv:11.0) like Gecko" "11" "FRENCH" 1342 12345 8 3 8 4 2 5 5 2 9 9 3 9 1 3 5 2 2 9 10 7 10 3 3 5 7 7 9 6 2 8 "" "" "" "" "" "" "" "" "" "" "5to9" "" "1" "" "" "" "" "1" "" "" "" "" "" "" "" "" "" "" "1" "" "" "1to2month" "4" "" "4" "" "2" "" "5" "" "5" "" "5" "" "4" "" "5" "" "5" "" "5" "" "female" "bachelors" "morethan20" "H7V" "no" "no" "NDP" "5" "2" "20to24" ""
"2239" 338 "QC" 410145690 "" "FRENCH10896" 10896 "y" "hco_thankyou.php" "" "23/03/2014" "0:21:33" "0:27:16" "Mozilla/5.0 (compatible; MSIE 10.0; Windows NT 6.1; WOW64; Trident/6.0)" "11" "FRENCH" 1344 12345 4 2 5 1 3 1 2 2 9 7 8 9 5 2 9 3 3 5 6 2 6 10 6 1 9 2 9 8 3 9 "" "" "" "" "" "" "" "" "" "" "none" "1" "1" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "1" "" "" "1to2month" "3" "" "3" "" "3" "" "3" "" "3" "" "3" "" "3" "" "3" "" "4" "" "3" "" "male" "college" "morethan20" "g3e" "no" "no" "noparty" "4" "1" "35to44" ""
"2240" 340 "QC" 410000324 "" "FRENCH10898" 10898 "y" "hco_thankyou.php" "" "23/03/2014" "5:32:48" "5:41:11" "Mozilla/5.0 (iPad; CPU OS 7_0_3 like Mac OS X) AppleWebKit/537.51.1 (KHTML, like Gecko) Version/7.0 Mobile/11B511 Safari/9537.53" "11" "FRENCH" 1346 12345 7 7 9 4 2 1 5 2 5 10 7 4 6 2 8 9 2 3 3 3 10 8 6 9 2 2 10 1 7 10 "" "" "" "" "" "" "" "" "" "" "morethan100" "1" "" "" "" "1" "" "" "" "" "" "" "" "" "" "" "" "" "1" "" "" "3month" "5" "" "3" "" "3" "" "3" "" "4" "" "4" "" "3" "" "5" "" "5" "" "5" "" "female" "bachelors" "morethan20" "" "no" "no" "liberal" "6" "2" "25to34" ""
"2241" 341 "QC" 410096577 "" "FRENCH10899" 10899 "y" "hco_thankyou.php" "" "23/03/2014" "13:16:57" "13:22:59" "Mozilla/5.0 (Windows NT 6.1; WOW64; Trident/7.0; rv:11.0) like Gecko" "11" "FRENCH" 1347 54321 10 4 10 2 2 9 6 2 8 8 6 9 3 4 10 7 4 9 1 7 10 4 2 1 5 2 9 9 4 9 "" "" "" "" "" "" "" "" "" "" "none" "" "" "" "" "" "1" "" "" "" "" "" "" "" "" "" "" "" "1" "" "" "1to2month" "3" "" "3" "" "2" "" "2" "" "5" "" "3" "" "4" "" "5" "" "5" "" "5" "" "female" "somepost" "morethan20" "j3y" "no" "no" "noresponse" "1" "3" "25to34" ""
"2242" 342 "QC" 410008506 "" "FRENCH10900" 10900 "y" "hco_thankyou.php" "" "23/03/2014" "14:28:27" "14:34:11" "Mozilla/5.0 (Windows NT 6.0) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/33.0.1750.146 Safari/537.36" "11" "FRENCH" 1348 12345 10 6 10 1 1 10 9 2 4 4 6 4 7 8 4 5 6 10 2 2 10 3 8 10 8 6 9 6 6 3 "" "" "" "" "" "" "" "" "" "" "none" "" "" "" "" "" "" "" "1" "" "" "" "" "" "" "" "" "" "1" "" "" "7to11yr" "4" "" "3" "" "4" "" "4" "" "4" "" "2" "" "4" "" "4" "" "4" "" "5" "" "female" "graduate" "morethan20" "j4l" "no" "no" "Bloc" "5" "2" "35to44" ""
